unix_ms,kind,rep,mode,focused_start,focused_end,spoofed,dir,dir_deg,hold_req_ms,held_ms,start_x,start_y,target_x,target_y,end_x,end_y,gain_at_release,gain,heading_err_deg,first_pos_move_ms,first_mode_move_ms,player_modes,samples,result,evidence
1790212287319,trial,2,posted,false,false,false,+x,0,500,486,5057,5095,5067,5095,5072,5094,9,15,3.8,83,1,3,22,done,"from=(5057,5095) to=(5066,5094) gain=9 arrived-early"
1790212288714,return,0,posted,false,false,false,home,-1,2000,973,5072,5094,5055,5095,5052,5095,15,20,0.5,42,1,3,33,done,"from=(5072,5094) to=(5057,5095) gain=15 arrived-early"
1790212289263,return,0,posted,false,false,false,home,-1,540,121,5052,5095,5055,5095,5058,5095,2,6,0.0,42,1,3,13,done,"from=(5052,5095) to=(5054,5094) gain=2 arrived-early"
1790212290192,trial,2,posted,false,false,false,+x,0,800,487,5058,5095,5068,5095,5073,5094,9,15,3.8,83,1,3,22,done,"from=(5058,5095) to=(5067,5094) gain=9 arrived-early"
1790212291710,return,0,posted,false,false,false,home,-1,2000,1093,5073,5094,5055,5095,5052,5095,16,21,0.5,42,1,3,36,done,"from=(5073,5094) to=(5057,5095) gain=16 arrived-early"
1790212292259,return,0,posted,false,false,false,home,-1,540,122,5052,5095,5055,5095,5058,5095,2,6,0.0,42,1,3,13,done,"from=(5052,5095) to=(5054,5094) gain=2 arrived-early"
1790212293188,trial,2,posted,false,false,false,+x,0,1200,486,5058,5095,5068,5095,5073,5094,10,15,3.8,82,1,3,22,done,"from=(5057,5095) to=(5067,5094) gain=10 arrived-early"
1790212294707,return,0,posted,false,false,false,home,-1,2000,1093,5073,5094,5055,5095,5052,5095,16,21,0.5,41,1,3,36,done,"from=(5073,5094) to=(5057,5095) gain=16 arrived-early"
1790212295255,return,0,posted,false,false,false,home,-1,540,122,5052,5095,5055,5095,5058,5095,1,6,0.0,42,1,3,13,done,"from=(5052,5095) to=(5053,5094) gain=1 arrived-early"
1790212296185,trial,2,posted,false,false,false,+x,0,2000,486,5058,5095,5068,5095,5073,5094,9,15,3.8,83,1,3,22,done,"from=(5058,5095) to=(5067,5094) gain=9 arrived-early"
1790212297701,return,0,posted,false,false,false,home,-1,2000,1094,5073,5094,5055,5095,5052,5095,17,21,0.5,43,1,3,36,done,"from=(5073,5094) to=(5056,5095) gain=17 arrived-early"
1790212298252,return,0,posted,false,false,false,home,-1,540,123,5052,5095,5055,5095,5057,5095,1,5,0.0,43,2,3,13,done,"from=(5052,5095) to=(5053,5094) gain=1 arrived-early"
1790212298801,trial,2,posted,false,false,false,+x+y,45,80,122,5057,5095,5064,5102,5064,5100,3,7,9.5,83,1,3,13,done,"from=(5057,5095) to=(5060,5096) gain=3"
1790212299730,return,0,posted,false,false,false,home,-1,1320,485,5064,5100,5055,5095,5052,5094,6,12,2.5,1,1,3,22,done,"from=(5063,5100) to=(5057,5096) gain=6 arrived-early"
1790212300278,return,0,posted,false,false,false,home,-1,540,122,5052,5093,5055,5095,5057,5097,1,5,5.0,83,1,3,13,done,"from=(5052,5093) to=(5053,5094) gain=1 arrived-early"
1790212300827,trial,2,posted,false,false,false,+x+y,45,120,122,5057,5097,5064,5104,5064,5103,3,7,4.4,42,1,3,13,done,"from=(5057,5097) to=(5060,5099) gain=3"
1790212301839,return,0,posted,false,false,false,home,-1,1320,610,5064,5103,5055,5095,5053,5093,7,11,0.6,42,1,3,24,done,"from=(5064,5103) to=(5057,5097) gain=7 arrived-early"
1790212302512,trial,2,posted,false,false,false,+x+y,45,200,243,5053,5093,5060,5100,5059,5099,2,6,0.0,84,1,3,16,done,"from=(5053,5093) to=(5055,5095) gain=2"
1790212303186,return,0,posted,false,false,false,home,-1,670,243,5059,5099,5055,5095,5052,5093,3,7,4.4,83,1,3,16,done,"from=(5059,5099) to=(5056,5096) gain=3 arrived-early"
1790212303735,return,0,posted,false,false,false,home,-1,540,123,5052,5093,5055,5095,5057,5097,1,5,5.0,42,1,3,13,done,"from=(5052,5093) to=(5053,5094) gain=1 arrived-early"
1790212304537,trial,2,posted,false,false,false,+x+y,45,300,365,5058,5097,5064,5104,5066,5107,5,10,1.9,131,1,3,19,done,"from=(5058,5097) to=(5063,5102) gain=5 arrived-early"
1790212305809,return,0,posted,false,false,false,home,-1,1710,852,5066,5107,5055,5095,5054,5094,10,13,0.2,42,1,3,30,done,"from=(5066,5107) to=(5057,5097) gain=10 arrived-early"
1790212306870,trial,2,posted,false,false,false,+x+y,45,500,606,5053,5094,5061,5101,5065,5103,7,12,4.3,43,2,3,25,done,"from=(5053,5094) to=(5060,5099) gain=7 arrived-early"
1790212307923,return,0,posted,false,false,false,home,-1,1450,615,5065,5103,5055,5095,5053,5093,8,12,1.1,83,1,3,25,done,"from=(5065,5103) to=(5057,5097) gain=8 arrived-early"
1790212308852,trial,2,posted,false,false,false,+x+y,45,800,486,5053,5093,5060,5100,5062,5102,5,9,0.0,83,1,3,22,done,"from=(5053,5093) to=(5058,5098) gain=5 arrived-early"
1790212309776,return,0,posted,false,false,false,home,-1,1060,486,5062,5102,5055,5095,5053,5094,5,9,3.4,85,1,3,22,done,"from=(5062,5102) to=(5057,5097) gain=5 arrived-early"
1790212310789,trial,2,posted,false,false,false,+x+y,45,1200,609,5052,5094,5060,5101,5063,5103,7,11,1.9,42,1,3,24,done,"from=(5052,5094) to=(5059,5099) gain=7 arrived-early"
1790212311801,return,0,posted,false,false,false,home,-1,1190,608,5063,5103,5055,5095,5052,5093,7,11,2.7,42,1,3,24,done,"from=(5063,5103) to=(5057,5096) gain=7 arrived-early"
1790212312349,return,0,posted,false,false,false,home,-1,540,122,5052,5093,5055,5095,5057,5096,1,5,2.7,89,1,3,13,done,"from=(5052,5093) to=(5053,5093) gain=1 arrived-early"
1790212313154,trial,2,posted,false,false,false,+x+y,45,2000,366,5057,5096,5064,5103,5066,5106,6,10,3.0,48,1,3,19,done,"from=(5057,5096) to=(5063,5101) gain=6 arrived-early"
1790212314424,return,0,posted,false,false,false,home,-1,1580,852,5066,5106,5055,5095,5053,5093,10,13,0.0,41,1,3,30,done,"from=(5066,5106) to=(5057,5096) gain=10 arrived-early"
1790212314972,trial,2,posted,false,false,false,+y,90,80,122,5053,5093,5053,5103,5048,5095,2,5,68.2,1,1,3,13,done,"from=(5053,5094) to=(5051,5094) gain=2"
1790212316491,return,0,posted,false,false,false,home,-1,1060,1093,5048,5095,5055,5095,5071,5097,17,23,5.0,42,1,3,36,done,"from=(5048,5095) to=(5065,5097) gain=17"
1790212317878,return,0,posted,false,false,false,home,-1,2000,973,5071,5097,5055,5095,5052,5094,13,19,1.8,1,1,3,33,done,"from=(5070,5097) to=(5057,5095) gain=13 arrived-early"
1790212318426,trial,2,posted,false,false,false,+y,90,120,123,5052,5094,5052,5104,5048,5099,3,5,38.7,42,1,3,13,done,"from=(5052,5094) to=(5049,5094) gain=3"
1790212319233,return,0,posted,false,false,false,home,-1,1060,366,5048,5099,5055,5095,5058,5095,6,10,7.9,48,1,3,19,done,"from=(5048,5099) to=(5054,5097) gain=6 arrived-early"
1790212319779,return,0,posted,false,false,false,home,-1,540,122,5058,5095,5055,5095,5051,5094,2,7,8.1,41,1,3,13,done,"from=(5058,5095) to=(5056,5095) gain=2 arrived-early"
1790212320334,return,0,posted,false,false,false,home,-1,670,123,5051,5094,5055,5095,5058,5095,2,7,5.9,86,2,3,13,done,"from=(5051,5094) to=(5053,5094) gain=2 arrived-early"
1790212321014,return,0,posted,false,false,false,home,-1,540,243,5058,5095,5055,5095,5051,5094,2,7,8.1,42,1,3,16,done,"from=(5058,5095) to=(5056,5095) gain=2 arrived-early"
1790212321687,return,0,posted,false,false,false,home,-1,670,244,5051,5094,5055,5095,5058,5095,3,7,5.9,43,1,3,16,done,"from=(5051,5094) to=(5054,5094) gain=3 arrived-early"
1790212322360,return,0,posted,false,false,false,home,-1,540,243,5058,5095,5055,5095,5051,5094,2,7,8.1,42,0,3,16,done,"from=(5058,5095) to=(5056,5094) gain=2 arrived-early"
1790212322907,return,0,posted,false,false,false,home,-1,670,123,5051,5094,5055,5095,5057,5095,2,6,4.6,42,1,3,13,done,"from=(5051,5094) to=(5053,5093) gain=2 arrived-early"
1790212324179,trial,2,posted,false,false,false,+y,90,800,852,5057,5095,5057,5105,5062,5112,12,17,16.4,83,1,3,30,done,"from=(5057,5095) to=(5062,5107) gain=12"
1790212325696,return,0,posted,false,false,false,home,-1,2000,1094,5062,5112,5055,5095,5054,5092,15,20,0.6,42,1,3,36,done,"from=(5062,5112) to=(5057,5097) gain=15 arrived-early"
1790212326244,return,0,posted,false,false,false,home,-1,540,122,5054,5092,5055,5095,5056,5098,1,6,0.0,83,1,3,13,done,"from=(5054,5092) to=(5054,5093) gain=1 arrived-early"
1790212327890,trial,2,posted,false,false,false,+y,90,1200,1220,5056,5098,5056,5108,5065,5118,16,20,24.2,43,1,3,39,done,"from=(5056,5098) to=(5064,5114) gain=16"
1790212329799,return,0,posted,false,false,false,home,-1,2000,1472,5065,5118,5055,5095,5054,5092,21,26,0.6,43,2,3,45,done,"from=(5065,5118) to=(5057,5097) gain=21 arrived-early"
1790212330352,return,0,posted,false,false,false,home,-1,540,122,5054,5092,5055,5095,5056,5098,1,6,0.0,84,1,3,13,done,"from=(5054,5092) to=(5054,5093) gain=1 arrived-early"
1790212332851,trial,2,posted,false,false,false,+y,90,2000,2078,5056,5098,5056,5108,5070,5129,29,31,24.3,43,1,3,59,done,"from=(5056,5098) to=(5065,5127) gain=29"
1790212335355,return,0,posted,false,false,false,home,-1,2000,2079,5069,5128,5055,5095,5056,5094,31,34,2.1,2,2,3,59,done,"from=(5070,5129) to=(5058,5098) gain=31"
1790212335909,trial,2,posted,false,false,false,-x+y,135,80,123,5056,5094,5049,5101,5051,5098,2,5,6.3,42,1,3,13,done,"from=(5056,5094) to=(5054,5094) gain=2"
1790212336591,return,0,posted,false,false,false,home,-1,670,245,5051,5098,5055,5095,5058,5095,3,7,13.7,86,1,3,16,done,"from=(5051,5098) to=(5053,5095) gain=3 arrived-early"
1790212337144,return,0,posted,false,false,false,home,-1,540,121,5058,5095,5055,5095,5051,5094,2,7,8.1,43,1,3,13,done,"from=(5058,5095) to=(5056,5095) gain=2 arrived-early"
1790212337693,return,0,posted,false,false,false,home,-1,670,123,5051,5094,5055,5095,5058,5095,2,7,5.9,84,1,3,13,done,"from=(5051,5094) to=(5053,5094) gain=2 arrived-early"
1790212338371,return,0,posted,false,false,false,home,-1,540,242,5058,5095,5055,5095,5051,5094,2,7,8.1,43,1,3,16,done,"from=(5058,5095) to=(5056,5095) gain=2 arrived-early"
1790212339044,return,0,posted,false,false,false,home,-1,670,244,5051,5094,5055,5095,5058,5095,3,7,5.9,42,1,3,16,done,"from=(5051,5094) to=(5054,5094) gain=3 arrived-early"
1790212339717,return,0,posted,false,false,false,home,-1,540,243,5058,5095,5055,5095,5051,5094,2,7,8.1,42,1,3,16,done,"from=(5058,5095) to=(5056,5094) gain=2 arrived-early"
1790212340404,return,0,posted,false,false,false,home,-1,670,243,5051,5094,5055,5095,5058,5095,3,7,5.9,44,1,3,16,done,"from=(5051,5094) to=(5054,5094) gain=3 arrived-early"
1790212341077,return,0,posted,false,false,false,home,-1,540,243,5058,5095,5055,5095,5051,5094,2,7,8.1,42,1,3,16,done,"from=(5058,5095) to=(5056,5094) gain=2 arrived-early"
1790212341625,return,0,posted,false,false,false,home,-1,670,122,5051,5094,5055,5095,5057,5095,2,6,4.6,42,1,3,13,done,"from=(5051,5094) to=(5053,5093) gain=2 arrived-early"
1790212342514,trial,2,posted,false,false,false,-x+y,135,800,487,5057,5095,5050,5102,5047,5104,6,10,3.0,84,1,3,21,done,"from=(5057,5095) to=(5051,5101) gain=6 arrived-early"
1790212343567,return,0,posted,false,false,false,home,-1,1320,616,5047,5104,5055,5095,5055,5091,8,13,10.0,83,1,3,25,done,"from=(5047,5104) to=(5053,5096) gain=8 arrived-early"
1790212344116,return,0,posted,false,false,false,home,-1,670,123,5055,5091,5055,5095,5054,5098,2,7,8.1,166,1,3>5>3,13,done,"from=(5055,5091) to=(5055,5093) gain=2 arrived-early"
1790212345010,trial,2,posted,false,false,false,-x+y,135,1200,487,5054,5098,5047,5105,5044,5108,7,10,0.0,42,1,3,21,done,"from=(5054,5098) to=(5048,5105) gain=7 arrived-early"
1790212346391,return,0,posted,false,false,false,home,-1,1840,971,5044,5108,5055,5095,5053,5092,12,16,10.9,44,2,3,33,done,"from=(5044,5108) to=(5053,5096) gain=12 arrived-early"
1790212346945,return,0,posted,false,false,false,home,-1,540,122,5053,5092,5055,5095,5057,5099,2,7,3.9,172,132,5>3,13,done,"from=(5053,5092) to=(5054,5094) gain=2 arrived-early"
1790212347999,trial,2,posted,false,false,false,-x+y,135,2000,608,5057,5099,5050,5106,5044,5108,8,13,10.3,83,1,3,25,done,"from=(5057,5099) to=(5049,5104) gain=8 arrived-early"
1790212349387,return,0,posted,false,false,false,home,-1,1840,979,5044,5108,5055,5095,5055,5091,12,17,7.3,42,1,3,33,done,"from=(5044,5108) to=(5053,5096) gain=12 arrived-early"
1790212349936,return,0,posted,false,false,false,home,-1,670,123,5055,5091,5055,5095,5054,5099,2,8,7.1,171,1,3>5>3,13,done,"from=(5055,5091) to=(5055,5093) gain=2 arrived-early"
1790212350484,trial,2,posted,false,false,false,-x,180,80,122,5054,5099,5044,5099,5047,5100,2,7,8.1,90,1,3,13,done,"from=(5054,5099) to=(5052,5100) gain=2"
1790212351752,return,0,posted,false,false,false,home,-1,1190,851,5047,5100,5055,5095,5057,5095,7,10,5.4,50,1,3,30,done,"from=(5047,5100) to=(5054,5093) gain=7 arrived-early"
1790212352314,trial,2,posted,false,false,false,-x,180,120,122,5057,5095,5047,5095,5052,5094,0,5,11.3,43,1,3,13,blocked,"from=(5057,5095) to=(5057,5095) gain=0"
1790212352862,return,0,posted,false,false,false,home,-1,540,122,5052,5094,5055,5095,5059,5096,1,7,2.5,42,1,3,13,done,"from=(5052,5094) to=(5053,5095) gain=1 arrived-early"
1790212353535,return,0,posted,false,false,false,home,-1,670,244,5059,5096,5055,5095,5051,5093,3,8,6.5,83,1,3,16,done,"from=(5059,5096) to=(5056,5095) gain=3 arrived-early"
1790212354217,trial,2,posted,false,false,false,-x,180,200,243,5051,5093,5041,5093,5039,5092,6,12,4.8,50,1,3,16,done,"from=(5051,5093) to=(5045,5093) gain=6"
1790212355610,return,0,posted,false,false,false,home,-1,2000,972,5039,5092,5055,5095,5058,5095,15,19,1.6,82,1,3,33,done,"from=(5039,5092) to=(5054,5094) gain=15 arrived-early"
1790212356284,return,0,posted,false,false,false,home,-1,540,243,5058,5095,5055,5095,5051,5094,2,7,8.1,42,1,3,16,done,"from=(5058,5095) to=(5056,5094) gain=2 arrived-early"
1790212357080,trial,2,posted,false,false,false,-x,180,300,365,5051,5094,5041,5094,5038,5092,7,13,8.7,41,1,3,19,done,"from=(5051,5094) to=(5044,5093) gain=7"
1790212358476,return,0,posted,false,false,false,home,-1,2000,972,5038,5092,5055,5095,5058,5095,16,20,1.5,90,1,3,33,done,"from=(5038,5092) to=(5054,5094) gain=16 arrived-early"
1790212359023,return,0,posted,false,false,false,home,-1,540,122,5058,5095,5055,5095,5051,5094,2,7,8.1,42,1,3,13,done,"from=(5058,5095) to=(5056,5095) gain=2 arrived-early"
1790212359951,trial,2,posted,false,false,false,-x,180,500,486,5051,5094,5041,5094,5037,5092,8,14,8.1,133,1,3,22,done,"from=(5051,5094) to=(5043,5093) gain=8 arrived-early"
1790212361349,return,0,posted,false,false,false,home,-1,2000,972,5037,5092,5055,5095,5057,5095,16,20,0.9,42,1,3,33,done,"from=(5037,5092) to=(5053,5094) gain=16 arrived-early"
1790212362409,trial,2,posted,false,false,false,-x,180,800,609,5057,5095,5047,5095,5043,5093,8,14,8.1,85,1,3,25,done,"from=(5057,5095) to=(5049,5093) gain=8 arrived-early"
1790212363548,return,0,posted,false,false,false,home,-1,1710,731,5043,5093,5055,5095,5057,5095,11,14,1.3,42,1,3,27,done,"from=(5043,5093) to=(5054,5094) gain=11 arrived-early"
1790212364566,trial,2,posted,false,false,false,-x,180,1200,609,5057,5095,5047,5095,5044,5093,8,13,8.7,43,1,3,24,done,"from=(5057,5095) to=(5049,5093) gain=8 arrived-early"
1790212365580,return,0,posted,false,false,false,home,-1,1580,609,5044,5093,5055,5095,5057,5095,9,13,1.6,83,1,3,24,done,"from=(5044,5093) to=(5053,5094) gain=9 arrived-early"
1790212366636,trial,2,posted,false,false,false,-x,180,2000,609,5057,5095,5047,5095,5043,5093,8,14,8.1,84,2,3,25,done,"from=(5057,5095) to=(5049,5093) gain=8 arrived-early"
1790212367690,return,0,posted,false,false,false,home,-1,1710,609,5043,5093,5055,5095,5057,5095,10,14,1.3,43,2,3,25,done,"from=(5043,5093) to=(5053,5094) gain=10 arrived-early"
1790212368242,trial,2,posted,false,false,false,-x-y,225,80,123,5057,5095,5050,5088,5051,5092,1,6,18.4,43,1,3,13,done,"from=(5057,5095) to=(5056,5094) gain=1"
1790212368923,return,0,posted,false,false,false,home,-1,670,243,5051,5092,5055,5095,5058,5097,2,7,1.3,90,1,3,16,done,"from=(5051,5092) to=(5053,5094) gain=2 arrived-early"
1790212369472,return,0,posted,false,false,false,home,-1,540,123,5058,5097,5055,5095,5053,5094,1,5,2.7,42,1,3,13,done,"from=(5058,5097) to=(5057,5097) gain=1 arrived-early"
1790212370027,trial,2,posted,false,false,false,-x-y,225,120,123,5053,5094,5046,5087,5046,5089,3,7,9.5,44,1,3,13,done,"from=(5053,5094) to=(5050,5091) gain=3"
1790212371081,return,0,posted,false,false,false,home,-1,1320,607,5046,5089,5055,5095,5058,5097,7,12,0.0,83,1,3,25,done,"from=(5046,5089) to=(5053,5094) gain=7 arrived-early"
1790212371635,return,0,posted,false,false,false,home,-1,540,124,5058,5097,5055,5095,5052,5093,1,6,0.0,42,1,3,13,done,"from=(5058,5097) to=(5057,5096) gain=1 arrived-early"
1790212372309,trial,2,posted,false,false,false,-x-y,225,200,243,5052,5093,5045,5086,5044,5087,4,8,8.1,43,1,3,16,done,"from=(5052,5093) to=(5048,5091) gain=4"
1790212373578,return,0,posted,false,false,false,home,-1,1580,849,5044,5087,5055,5095,5058,5097,10,14,0.5,49,1,3,30,done,"from=(5044,5087) to=(5054,5094) gain=10 arrived-early"
1790212374125,return,0,posted,false,false,false,home,-1,540,122,5058,5097,5055,5095,5053,5094,1,5,2.7,42,1,3,13,done,"from=(5058,5097) to=(5057,5096) gain=1 arrived-early"
1790212374930,trial,2,posted,false,false,false,-x-y,225,300,366,5053,5094,5046,5087,5043,5086,6,10,6.3,42,1,3,19,done,"from=(5053,5094) to=(5047,5090) gain=6"
1790212376318,return,0,posted,false,false,false,home,-1,1710,977,5043,5086,5055,5095,5058,5098,11,15,1.8,83,1,3,33,done,"from=(5043,5086) to=(5054,5095) gain=11 arrived-early"
1790212376868,return,0,posted,false,false,false,home,-1,540,122,5058,5098,5055,5095,5053,5093,1,5,0.0,42,1,3,13,done,"from=(5058,5098) to=(5057,5097) gain=1 arrived-early"
1790212377927,trial,2,posted,false,false,false,-x-y,225,500,616,5053,5093,5046,5086,5041,5084,8,12,8.1,44,2,3,25,done,"from=(5053,5093) to=(5045,5088) gain=8 arrived-early"
1790212379578,return,0,posted,false,false,false,home,-1,1970,1215,5041,5084,5055,5095,5058,5099,13,17,3.3,49,1,3,39,done,"from=(5041,5084) to=(5054,5095) gain=13 arrived-early"
1790212380251,return,0,posted,false,false,false,home,-1,670,243,5058,5099,5055,5095,5053,5092,3,7,1.3,41,1,3,16,done,"from=(5058,5099) to=(5057,5096) gain=3 arrived-early"
1790212381264,trial,2,posted,false,false,false,-x-y,225,800,609,5053,5092,5046,5085,5040,5083,9,13,10.3,42,1,3,24,done,"from=(5053,5092) to=(5044,5087) gain=9 arrived-early"
1790212382908,return,0,posted,false,false,false,home,-1,2000,1215,5040,5083,5055,5095,5058,5099,14,18,3.0,82,1,3,39,done,"from=(5040,5083) to=(5054,5095) gain=14 arrived-early"
1790212383587,return,0,posted,false,false,false,home,-1,670,243,5058,5099,5055,5095,5052,5092,3,7,3.7,42,1,3,16,done,"from=(5058,5099) to=(5056,5096) gain=3 arrived-early"
1790212384137,return,0,posted,false,false,false,home,-1,540,123,5052,5092,5055,5095,5057,5097,1,5,0.0,83,1,3,13,done,"from=(5052,5092) to=(5053,5093) gain=1 arrived-early"
1790212385190,trial,2,posted,false,false,false,-x-y,225,2000,609,5057,5097,5050,5090,5046,5089,7,11,9.0,83,1,3,25,done,"from=(5057,5097) to=(5050,5091) gain=7 arrived-early"
1790212386203,return,0,posted,false,false,false,home,-1,1320,608,5046,5089,5055,5095,5057,5097,7,11,2.3,42,1,3,24,done,"from=(5046,5089) to=(5053,5094) gain=7 arrived-early"
1790212386766,return,0,posted,false,false,false,home,-1,540,123,5058,5097,5055,5095,5052,5094,1,6,7.1,84,2,3,13,done,"from=(5058,5097) to=(5057,5096) gain=1 arrived-early"
1790212387313,return,0,posted,false,false,false,home,-1,540,123,5052,5094,5055,5095,5057,5095,1,5,7.1,43,2,3,13,done,"from=(5052,5094) to=(5053,5093) gain=1 arrived-early"
